worker,position,time,month,activity
John Doe,Payroll Administrator,Afternoon,Marfirsthalf,Create W-secondhalf Data
John Doe,Payroll Administrator,Early Day,Junfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Sepsecondhalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Early Day,Aprfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Mayfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Early Day,Janfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Morning,Julfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Junsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Early Day,Aprfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Nightfall,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Julsecondhalf,Create W-secondhalf Data
John Doe,Payroll Administrator,Afternoon,Junsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Junsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Nightfall,Aprsecondhalf,Payroll register
John Doe,Payroll Administrator,Afternoon,Octsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Sepfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Decsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Afternoon,Junsecondhalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Early Day,Marfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Nightfall,Octsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Nightfall,Novfirsthalf,Generate pay slip
John Doe,Payroll Administrator,Early Day,Marfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Morning,Julfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Febsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Early Day,Julsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Jansecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Jansecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Julfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Marsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Nightfall,Janfirsthalf,Generate pay slip
John Doe,Payroll Administrator,Nightfall,Augsecondhalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Octsecondhalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Early Day,Aprfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Sepfirsthalf,Run Pay Complete
John Doe,Payroll Administrator,Early Day,Novfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Nightfall,Augsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Afternoon,Mayfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Nightfall,Novsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Early Day,Augfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Novfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Nightfall,Marfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Early Day,Decsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Morning,Sepfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Early Day,Aprsecondhalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Morning,Sepfirsthalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Augfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Octsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Novsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Mayfirsthalf,My Payslips
John Doe,Payroll Administrator,Early Day,Augfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Morning,Mayfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Febfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Jansecondhalf,Payroll register
John Doe,Payroll Administrator,Afternoon,Junsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Afternoon,Octfirsthalf,W-secondhalf Preview
John Doe,Payroll Administrator,Afternoon,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Early Day,Maysecondhalf,Generate pay slip
John Doe,Payroll Administrator,Early Day,Janfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Marsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Junsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Novfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Sepfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Jansecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Febfirsthalf,My Payslips
John Doe,Payroll Administrator,Morning,Octfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Aprsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Morning,Junsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Julsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Early Day,Marsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Marfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Octsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Janfirsthalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Afternoon,Augsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Afternoon,Octsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Marsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Morning,Janfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Morning,Augsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Early Day,Sepfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Early Day,Sepfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Morning,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Morning,Augfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Morning,Aprfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Early Day,Julsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Early Day,Junsecondhalf,My Payslips
John Doe,Payroll Administrator,Morning,Marfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Early Day,Augfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Nightfall,Julfirsthalf,Benefit Elections
John Doe,Payroll Administrator,Early Day,Augfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Morning,Janfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Augsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Octfirsthalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Aprsecondhalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Febsecondhalf,Generate pay slip
John Doe,Payroll Administrator,Nightfall,Aprsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Julsecondhalf,Create W-secondhalf Data
John Doe,Payroll Administrator,Nightfall,Aprsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Afternoon,Octfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Nightfall,Octsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Novfirsthalf,My Payslips
John Doe,Payroll Administrator,Morning,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Mayfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Jansecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Morning,Aprsecondhalf,Run Pay Complete
John Doe,Payroll Administrator,Early Day,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Afternoon,Janfirsthalf,My Payslips
John Doe,Payroll Administrator,Early Day,Sepfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Early Day,Aprfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Nightfall,Marsecondhalf,Payroll Run Pay Calculation
John Doe,Payroll Administrator,Afternoon,Novfirsthalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Morning,Julsecondhalf,Run Retro Pay Complete
John Doe,Payroll Administrator,Afternoon,Decfirsthalf,Run Pay Complete
John Doe,Payroll Administrator,Early Day,Novfirsthalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Early Day,Julsecondhalf,Create W-secondhalf Data
John Doe,Payroll Administrator,Afternoon,Octfirsthalf,My Payslips
John Doe,Payroll Administrator,Early Day,Julsecondhalf,Create One-Time Payment Plan
John Doe,Payroll Administrator,Afternoon,Decsecondhalf,Run Retro Pay Calculation
John Doe,Payroll Administrator,Morning,Julsecondhalf,Generate pay slip
